XLabel,Wavenumber
YLabel,%Transmittance
FileType,%Transmittance
DisplayDirection,20300
PeakDirection,20311
847.712638,97.109214
848.677043,97.076697
849.641449,97.060660
850.605855,97.065523
851.570261,97.062910
852.534666,97.044472
853.499072,97.030500
854.463478,97.017573
855.427884,97.003388
856.392289,97.002069
857.356695,97.012753
858.321101,97.028263
859.285507,97.035261
860.249912,97.041174
861.214318,97.055911
862.178724,97.067269
863.143129,97.094167
864.107535,97.129876
865.071941,97.132626
866.036347,97.126985
867.000752,97.142081
867.965158,97.148642
868.929564,97.136033
869.893970,97.133450
870.858375,97.150373
871.822781,97.162678
872.787187,97.159320
873.751592,97.151646
874.715998,97.143179
875.680404,97.135085
876.644810,97.132883
877.609215,97.137803
878.573621,97.143186
879.538027,97.137612
880.502433,97.135353
881.466838,97.152953
882.431244,97.172125
883.395650,97.182846
884.360056,97.185591
885.324461,97.183268
886.288867,97.187154
887.253273,97.192191
888.217678,97.201952
889.182084,97.214772
890.146490,97.216956
891.110896,97.224201
892.075301,97.228868
893.039707,97.214693
894.004113,97.208814
894.968519,97.218226
895.932924,97.228967
896.897330,97.241637
897.861736,97.249421
898.826141,97.246285
899.790547,97.245736
900.754953,97.250299
901.719359,97.242822
902.683764,97.235828
903.648170,97.250224
904.612576,97.263393
905.576982,97.258404
906.541387,97.254948
907.505793,97.263274
908.470199,97.272764
909.434605,97.273362
910.399010,97.266228
911.363416,97.266306
912.327822,97.268762
913.292227,97.253412
914.256633,97.237565
915.221039,97.236925
916.185445,97.233891
917.149850,97.225619
918.114256,97.222437
919.078662,97.219323
920.043068,97.209259
921.007473,97.201193
921.971879,97.201567
922.936285,97.206282
923.900690,97.204025
924.865096,97.184679
925.829502,97.170775
926.793908,97.170968
927.758313,97.155394
928.722719,97.127847
929.687125,97.110953
930.651531,97.096824
931.615936,97.071021
932.580342,97.047400
933.544748,97.047620
934.509154,97.051914
935.473559,97.037593
936.437965,97.026125
937.402371,97.030269
938.366776,97.033117
939.331182,97.029455
940.295588,97.032275
941.259994,97.051989
942.224399,97.073308
943.188805,97.075848
944.153211,97.073032
945.117617,97.073042
946.082022,97.067933
947.046428,97.070574
948.010834,97.083993
948.975240,97.090524
949.939645,97.086047
950.904051,97.078837
951.868457,97.073954
952.832862,97.069214
953.797268,97.060036
954.761674,97.048686
955.726080,97.039513
956.690485,97.030658
957.654891,97.022741
958.619297,97.007828
959.583703,96.980120
960.548108,96.960315
961.512514,96.946751
962.476920,96.925421
963.441325,96.910941
964.405731,96.898590
965.370137,96.877476
966.334543,96.860914
967.298948,96.848765
968.263354,96.830695
969.227760,96.807558
970.192166,96.785592
971.156571,96.766387
972.120977,96.743354
973.085383,96.709282
974.049789,96.666952
975.014194,96.631873
975.978600,96.604753
976.943006,96.556437
977.907411,96.481976
978.871817,96.417345
979.836223,96.367800
980.800629,96.311809
981.765034,96.265041
982.729440,96.235513
983.693846,96.202306
984.658252,96.175553
985.622657,96.159291
986.587063,96.139741
987.551469,96.131688
988.515874,96.131321
989.480280,96.119376
990.444686,96.100586
991.409092,96.077830
992.373497,96.053184
993.337903,96.026387
994.302309,95.993823
995.266715,95.964351
996.231120,95.941298
997.195526,95.914725
998.159932,95.880664
999.124338,95.847631
1000.088743,95.821848
1001.053149,95.805960
1002.017555,95.797920
1002.981960,95.781803
1003.946366,95.756773
1004.910772,95.741993
1005.875178,95.733196
1006.839583,95.709088
1007.803989,95.675965
1008.768395,95.654658
1009.732801,95.637452
1010.697206,95.606339
1011.661612,95.570038
1012.626018,95.545249
1013.590423,95.524919
1014.554829,95.501246
1015.519235,95.481843
1016.483641,95.456444
1017.448046,95.417583
1018.412452,95.379234
1019.376858,95.341658
1020.341264,95.305979
1021.305669,95.273889
1022.270075,95.234850
1023.234481,95.189751
1024.198887,95.143905
1025.163292,95.102168
1026.127698,95.059958
1027.092104,95.006038
1028.056509,94.950744
1029.020915,94.906503
1029.985321,94.875195
1030.949727,94.849893
1031.914132,94.821116
1032.878538,94.792386
1033.842944,94.761933
1034.807350,94.733667
1035.771755,94.719703
1036.736161,94.706984
1037.700567,94.683448
1038.664973,94.652792
1039.629378,94.613927
1040.593784,94.567072
1041.558190,94.508371
1042.522595,94.435935
1043.487001,94.355231
1044.451407,94.264875
1045.415813,94.174175
1046.380218,94.083940
1047.344624,93.985467
1048.309030,93.892152
1049.273436,93.807940
1050.237841,93.734865
1051.202247,93.672813
1052.166653,93.614018
1053.131058,93.568246
1054.095464,93.533626
1055.059870,93.507822
1056.024276,93.479915
1056.988681,93.436782
1057.953087,93.399381
1058.917493,93.366757
1059.881899,93.333552
1060.846304,93.306720
1061.810710,93.273269
1062.775116,93.228129
1063.739522,93.175723
1064.703927,93.124375
1065.668333,93.063920
1066.632739,92.979909
1067.597144,92.895068
1068.561550,92.818200
1069.525956,92.727891
1070.490362,92.618515
1071.454767,92.498636
1072.419173,92.369724
1073.383579,92.231091
1074.347985,92.089493
1075.312390,91.949988
1076.276796,91.804052
1077.241202,91.644225
1078.205607,91.478072
1079.170013,91.303608
1080.134419,91.116523
1081.098825,90.926305
1082.063230,90.734284
1083.027636,90.528920
1083.992042,90.303243
1084.956448,90.071134
1085.920853,89.844113
1086.885259,89.609123
1087.849665,89.358560
1088.814071,89.103701
1089.778476,88.846947
1090.742882,88.576359
1091.707288,88.293496
1092.671693,87.994968
1093.636099,87.675363
1094.600505,87.346121
1095.564911,86.999753
1096.529316,86.629103
1097.493722,86.242040
1098.458128,85.836238
1099.422534,85.404928
1100.386939,84.945542
1101.351345,84.463379
1102.315751,83.956439
1103.280156,83.422277
1104.244562,82.857133
1105.208968,82.261572
1106.173374,81.646129
1107.137779,80.992562
1108.102185,80.292694
1109.066591,79.559786
1110.030997,78.790261
1110.995402,77.987926
1111.959808,77.149869
1112.924214,76.274405
1113.888620,75.365652
1114.853025,74.401504
1115.817431,73.363495
1116.781837,72.266891
1117.746242,71.113873
1118.710648,69.877360
1119.675054,68.552879
1120.639460,67.152588
1121.603865,65.670370
1122.568271,64.094417
1123.532677,62.398211
1124.497083,60.550740
1125.461488,58.534303
1126.425894,56.333901
1127.390300,53.964786
1128.354706,51.507320
1129.319111,49.006194
1130.283517,46.492836
1131.247923,44.007617
1132.212328,41.556484
1133.176734,39.117638
1134.141140,36.700325
1135.105546,34.354473
1136.069951,32.107662
1137.034357,29.920224
1137.998763,27.769201
1138.963169,25.693149
1139.927574,23.733915
1140.891980,21.947399
1141.856386,20.389554
1142.820791,19.087465
1143.785197,18.058629
1144.749603,17.344111
1145.714009,16.981713
1146.678414,17.016344
1147.642820,17.478345
1148.607226,18.375017
1149.571632,19.713744
1150.536037,21.485913
1151.500443,23.622033
1152.464849,26.006067
1153.429255,28.533271
1154.393660,31.116421
1155.358066,33.681090
1156.322472,36.185129
1157.286877,38.606150
1158.251283,40.907164
1159.215689,43.074833
1160.180095,45.105092
1161.144500,47.002984
1162.108906,48.767956
1163.073312,50.385931
1164.037718,51.852585
1165.002123,53.176493
1165.966529,54.350661
1166.930935,55.378809
1167.895340,56.275568
1168.859746,57.055896
1169.824152,57.761690
1170.788558,58.422979
1171.752963,59.043247
1172.717369,59.624599
1173.681775,60.143800
1174.646181,60.547245
1175.610586,60.784804
1176.574992,60.818183
1177.539398,60.613822
1178.503804,60.141640
1179.468209,59.412529
1180.432615,58.460598
1181.397021,57.306077
1182.361426,55.987174
1183.325832,54.548638
1184.290238,53.004886
1185.254644,51.371901
1186.219049,49.688788
1187.183455,47.982053
1188.147861,46.264347
1189.112267,44.565928
1190.076672,42.912334
1191.041078,41.313915
1192.005484,39.790529
1192.969889,38.349812
1193.934295,36.990938
1194.898701,35.736789
1195.863107,34.607136
1196.827512,33.602664
1197.791918,32.748189
1198.756324,32.081403
1199.720730,31.615126
1200.685135,31.370817
1201.649541,31.384875
1202.613947,31.671371
1203.578353,32.232495
1204.542758,33.063441
1205.507164,34.130208
1206.471570,35.379794
1207.435975,36.770892
1208.400381,38.255191
1209.364787,39.782667
1210.329193,41.323778
1211.293598,42.856240
1212.258004,44.355968
1213.222410,45.808817
1214.186816,47.209340
1215.151221,48.559017
1216.115627,49.867776
1217.080033,51.136934
1218.044439,52.359137
1219.008844,53.539981
1219.973250,54.690130
1220.937656,55.804213
1221.902061,56.879028
1222.866467,57.919887
1223.830873,58.930954
1224.795279,59.915372
1225.759684,60.873639
1226.724090,61.826291
1227.688496,62.778912
1228.652902,63.709194
1229.617307,64.631669
1230.581713,65.557739
1231.546119,66.474183
1232.510524,67.384295
1233.474930,68.287127
1234.439336,69.181669
1235.403742,70.078311
1236.368147,70.973553
1237.332553,71.855193
1238.296959,72.725337
1239.261365,73.590221
1240.225770,74.440116
1241.190176,75.272144
1242.154582,76.096075
1243.118988,76.913540
1244.083393,77.721297
1245.047799,78.513495
1246.012205,79.288272
1246.976610,80.054424
1247.941016,80.810300
1248.905422,81.553540
1249.869828,82.298163
1250.834233,83.044824
1251.798639,83.789573
1252.763045,84.543295
1253.727451,85.308196
1254.691856,86.089409
1255.656262,86.895746
1256.620668,87.724050
1257.585073,88.577052
1258.549479,89.444601
1259.513885,90.300204
1260.478291,91.126115
1261.442696,91.901822
1262.407102,92.602168
1263.371508,93.209317
1264.335914,93.733824
1265.300319,94.188750
1266.264725,94.563247
1267.229131,94.877398
1268.193537,95.157605
1269.157942,95.393359
1270.122348,95.588055
1271.086754,95.763109
1272.051159,95.923846
1273.015565,96.062225
1273.979971,96.178678
1274.944377,96.280978
1275.908782,96.373300
1276.873188,96.461284
1277.837594,96.537800
1278.802000,96.591053
1279.766405,96.633878
1280.730811,96.679122
1281.695217,96.718145
1282.659622,96.750342
1283.624028,96.784552
1284.588434,96.817502
1285.552840,96.848128
1286.517245,96.876055
1287.481651,96.896816
1288.446057,96.917962
1289.410463,96.947945
1290.374868,96.982063
1291.339274,97.010115
1292.303680,97.035703
1293.268086,97.068645
1294.232491,97.105281
1295.196897,97.143313
1296.161303,97.184216
1297.125708,97.227962
1298.090114,97.272954
1299.054520,97.320054
1300.018926,97.376720
1300.983331,97.436378
1301.947737,97.497941
1302.912143,97.571342
1303.876549,97.651720
1304.840954,97.745500
1305.805360,97.850254
1306.769766,97.943862
1307.734172,98.027124
1308.698577,98.104016
1309.662983,98.174285
1310.627389,98.237705
1311.591794,98.285644
1312.556200,98.324343
1313.520606,98.362604
1314.485012,98.397396
1315.449417,98.433883
1316.413823,98.475640
1317.378229,98.510216
1318.342635,98.538161
1319.307040,98.572723
1320.271446,98.605463
1321.235852,98.632832
1322.200257,98.659629
1323.164663,98.681289
1324.129069,98.703851
1325.093475,98.723721
1326.057880,98.739052
1327.022286,98.758641
1327.986692,98.772030
1328.951098,98.776443
1329.915503,98.779514
1330.879909,98.785393
1331.844315,98.792898
1332.808721,98.794156
1333.773126,98.797283
1334.737532,98.807545
1335.701938,98.818198
1336.666343,98.828484
1337.630749,98.838960
1338.595155,98.853080
1339.559561,98.870132
1340.523966,98.884904
1341.488372,98.898430
1342.452778,98.914449
1343.417184,98.929771
1344.381589,98.938674
1345.345995,98.944185
1346.310401,98.947345
1347.274806,98.952487
1348.239212,98.965104
1349.203618,98.974186
1350.168024,98.975775
1351.132429,98.975714
1352.096835,98.975607
1353.061241,98.980290
1354.025647,98.986376
1354.990052,98.985949
1355.954458,98.986137
1356.918864,98.991980
1357.883270,98.992951
1358.847675,98.988260
1359.812081,98.987379
1360.776487,98.986395
1361.740892,98.985822
1362.705298,98.993779
1363.669704,99.000053
1364.634110,98.999797
1365.598515,99.003465
1366.562921,99.005698
1367.527327,99.004019
1368.491733,99.009904
1369.456138,99.016220
1370.420544,99.019274
1371.384950,99.032454
1372.349355,99.044356
1373.313761,99.045135
1374.278167,99.054700
1375.242573,99.074662
1376.206978,99.091100
1377.171384,99.103519
1378.135790,99.112741
1379.100196,99.123038
1380.064601,99.138957
1381.029007,99.153874
1381.993413,99.158863
1382.957819,99.157558
1383.922224,99.164678
1384.886630,99.175717
1385.851036,99.178271
1386.815441,99.182178
1387.779847,99.185885
1388.744253,99.178952
1389.708659,99.173785
1390.673064,99.174258
1391.637470,99.168191
1392.601876,99.157703
1393.566282,99.155628
1394.530687,99.160152
1395.495093,99.155957
1396.459499,99.143829
1397.423905,99.134884
1398.388310,99.127364
1399.352716,99.118062
1400.317122,99.109561
1401.281527,99.099686
1402.245933,99.083730
1403.210339,99.067683
1404.174745,99.062694
1405.139150,99.063457
1406.103556,99.055492
1407.067962,99.040596
1408.032368,99.031808
1408.996773,99.029000
1409.961179,99.023942
1410.925585,99.017785
1411.889990,99.010236
1412.854396,99.000406
1413.818802,98.991993
1414.783208,98.986204
1415.747613,98.979341
1416.712019,98.962310
1417.676425,98.947539
1418.640831,98.949435
1419.605236,98.945758
1420.569642,98.928664
1421.534048,98.912035
1422.498454,98.901246
1423.462859,98.904107
1424.427265,98.906965
1425.391671,98.895636
1426.356076,98.884394
1427.320482,98.880307
1428.284888,98.882896
1429.249294,98.887873
1430.213699,98.882990
1431.178105,98.874970
1432.142511,98.878777
1433.106917,98.889112
1434.071322,98.894276
1435.035728,98.897496
1436.000134,98.906377
1436.964539,98.915350
1437.928945,98.917824
1438.893351,98.917895
1439.857757,98.916486
1440.822162,98.910843
1441.786568,98.907141
1442.750974,98.907657
1443.715380,98.901443
1444.679785,98.890897
1445.644191,98.885931
1446.608597,98.885120
1447.573003,98.883559
1448.537408,98.873174
1449.501814,98.863448
1450.466220,98.864241
1451.430625,98.861929
1452.395031,98.862506
1453.359437,98.869465
1454.323843,98.866922
1455.288248,98.867386
1456.252654,98.884148
1457.217060,98.901255
1458.181466,98.905515
1459.145871,98.909787
1460.110277,98.922135
1461.074683,98.932733
1462.039089,98.943813
1463.003494,98.956869
1463.967900,98.971748
1464.932306,98.992427
1465.896711,99.005852
1466.861117,99.017652
1467.825523,99.033222
1468.789929,99.032416
1469.754334,99.027614
1470.718740,99.041125
1471.683146,99.064682
1472.647552,99.084846
1473.611957,99.095307
1474.576363,99.106517
1475.540769,99.124339
1476.505174,99.133275
1477.469580,99.138424
1478.433986,99.151511
1479.398392,99.159369
1480.362797,99.163008
1481.327203,99.170485
1482.291609,99.176607
1483.256015,99.186107
1484.220420,99.196855
1485.184826,99.200308
1486.149232,99.200838
1487.113638,99.200651
1488.078043,99.200680
1489.042449,99.201589
1490.006855,99.207530
1490.971260,99.216703
1491.935666,99.217507
1492.900072,99.218722
1493.864478,99.216202
1494.828883,99.204118
1495.793289,99.206654
1496.757695,99.213652
1497.722101,99.207364
1498.686506,99.201448
1499.650912,99.194081
1500.615318,99.183572
1501.579723,99.176354
1502.544129,99.168029
1503.508535,99.155385
1504.472941,99.144836
1505.437346,99.137285
1506.401752,99.129442
1507.366158,99.123573
1508.330564,99.118988
1509.294969,99.116872
1510.259375,99.107900
1511.223781,99.088913
1512.188187,99.075452
1513.152592,99.058322
1514.116998,99.037574
1515.081404,99.029736
1516.045809,99.026652
1517.010215,99.026233
1517.974621,99.018049
1518.939027,98.996167
1519.903432,98.990412
1520.867838,98.995195
1521.832244,98.984981
1522.796650,98.971140
1523.761055,98.962582
1524.725461,98.958486
1525.689867,98.949197
1526.654272,98.930916
1527.618678,98.920598
1528.583084,98.917433
1529.547490,98.908728
1530.511895,98.893612
1531.476301,98.883331
1532.440707,98.882902
1533.405113,98.876085
1534.369518,98.862187
1535.333924,98.851323
1536.298330,98.837431
1537.262736,98.823229
1538.227141,98.818697
1539.191547,98.817949
1540.155953,98.810233
1541.120358,98.804986
1542.084764,98.799141
1543.049170,98.781016
1544.013576,98.773842
1544.977981,98.784038
1545.942387,98.793528
1546.906793,98.798948
1547.871199,98.794107
1548.835604,98.791597
1549.800010,98.810246
1550.764416,98.831551
1551.728822,98.844846
1552.693227,98.862411
1553.657633,98.886299
1554.622039,98.906760
1555.586444,98.919922
1556.550850,98.937943
1557.515256,98.967331
1558.479662,98.994701
1559.444067,99.008948
1560.408473,99.019317
1561.372879,99.034008
1562.337285,99.046276
1563.301690,99.056337
1564.266096,99.075323
1565.230502,99.098485
1566.194907,99.109643
1567.159313,99.109525
1568.123719,99.110757
1569.088125,99.121189
1570.052530,99.138171
1571.016936,99.146423
1571.981342,99.142648
1572.945748,99.139315
1573.910153,99.139613
1574.874559,99.148451
1575.838965,99.163162
1576.803371,99.166123
1577.767776,99.167947
1578.732182,99.177286
1579.696588,99.182325
1580.660993,99.179785
1581.625399,99.173606
1582.589805,99.172986
1583.554211,99.177446
1584.518616,99.184810
1585.483022,99.192456
1586.447428,99.193039
1587.411834,99.196911
1588.376239,99.194608
1589.340645,99.179589
1590.305051,99.183096
1591.269456,99.195996
1592.233862,99.191596
1593.198268,99.188168
1594.162674,99.193991
1595.127079,99.197149
1596.091485,99.201152
1597.055891,99.201319
1598.020297,99.193329
1598.984702,99.189829
1599.949108,99.188510
1600.913514,99.182324
1601.877920,99.175291
1602.842325,99.175188
1603.806731,99.181884
1604.771137,99.177199
1605.735542,99.160299
1606.699948,99.153544
1607.664354,99.161263
1608.628760,99.164874
1609.593165,99.158336
1610.557571,99.153566
1611.521977,99.149974
1612.486383,99.148640
1613.450788,99.146826
1614.415194,99.127972
1615.379600,99.106505
1616.344005,99.100181
1617.308411,99.098735
1618.272817,99.092403
1619.237223,99.079706
1620.201628,99.062609
1621.166034,99.039231
1622.130440,99.021676
1623.094846,99.024285
1624.059251,99.019933
1625.023657,98.994905
1625.988063,98.973939
1626.952469,98.959970
1627.916874,98.943089
1628.881280,98.931296
1629.845686,98.917937
1630.810091,98.892713
1631.774497,98.878320
1632.738903,98.867545
1633.703309,98.841101
1634.667714,98.833496
1635.632120,98.843590
1636.596526,98.830539
1637.560932,98.806869
1638.525337,98.792293
1639.489743,98.789362
1640.454149,98.786036
1641.418555,98.762292
1642.382960,98.743489
1643.347366,98.742703
1644.311772,98.730199
1645.276177,98.723439
1646.240583,98.731360
1647.204989,98.723750
1648.169395,98.717231
1649.133800,98.713394
1650.098206,98.695046
1651.062612,98.692302
1652.027018,98.717448
1652.991423,98.736388
1653.955829,98.731250
1654.920235,98.721465
1655.884640,98.719060
1656.849046,98.721907
1657.813452,98.721632
1658.777858,98.721876
1659.742263,98.735558
1660.706669,98.749135
1661.671075,98.758228
1662.635481,98.769359
1663.599886,98.772340
1664.564292,98.783105
1665.528698,98.800786
1666.493104,98.806555
1667.457509,98.819580
1668.421915,98.842467
1669.386321,98.859217
1670.350726,98.874162
1671.315132,98.894626
1672.279538,98.912991
1673.243944,98.919752
1674.208349,98.929218
1675.172755,98.941390
1676.137161,98.939272
1677.101567,98.938465
1678.065972,98.956496
1679.030378,98.979716
1679.994784,98.985725
1680.959189,98.979956
1681.923595,98.981700
1682.888001,98.999352
1683.852407,99.029264
1684.816812,99.043782
1685.781218,99.038500
1686.745624,99.045213
1687.710030,99.064018
1688.674435,99.077959
1689.638841,99.085550
1690.603247,99.093307
1691.567653,99.108554
1692.532058,99.120653
1693.496464,99.121288
1694.460870,99.138878
1695.425275,99.171074
1696.389681,99.183180
1697.354087,99.185121
1698.318493,99.184748
1699.282898,99.187507
1700.247304,99.202328
1701.211710,99.212790
1702.176116,99.226420
1703.140521,99.240676
1704.104927,99.242444
1705.069333,99.248303
1706.033738,99.253694
1706.998144,99.250492
1707.962550,99.260582
1708.926956,99.283753
1709.891361,99.295143
1710.855767,99.294479
1711.820173,99.291150
1712.784579,99.289051
1713.748984,99.294267
1714.713390,99.291429
1715.677796,99.288054
1716.642202,99.311471
1717.606607,99.329706
1718.571013,99.314262
1719.535419,99.302204
1720.499824,99.309161
1721.464230,99.315032
1722.428636,99.318343
1723.393042,99.315129
1724.357447,99.296501
1725.321853,99.285936
1726.286259,99.290293
1727.250665,99.290590
1728.215070,99.289961
1729.179476,99.295544
1730.143882,99.302016
1731.108288,99.298162
1732.072693,99.287288
1733.037099,99.290484
1734.001505,99.300459
1734.965910,99.298076
1735.930316,99.295266
1736.894722,99.293394
1737.859128,99.287003
1738.823533,99.289022
1739.787939,99.293633
1740.752345,99.286674
1741.716751,99.283502
1742.681156,99.292322
1743.645562,99.296340
1744.609968,99.292520
1745.574373,99.293794
1746.538779,99.299428
1747.503185,99.302109
1748.467591,99.299449
1749.431996,99.295645
1750.396402,99.297761
1751.360808,99.294740
1752.325214,99.288451
1753.289619,99.291279
1754.254025,99.285526
1755.218431,99.280394
1756.182837,99.287375
1757.147242,99.285451
1758.111648,99.284504
1759.076054,99.285207
1760.040459,99.287708
1761.004865,99.308806
1761.969271,99.316878
1762.933677,99.303157
1763.898082,99.295279
1764.862488,99.285516
1765.826894,99.279492
1766.791300,99.289181
1767.755705,99.289108
1768.720111,99.271827
1769.684517,99.259171
1770.648922,99.257017
1771.613328,99.266820
1772.577734,99.276859
1773.542140,99.267662
1774.506545,99.261080
1775.470951,99.275384
1776.435357,99.277991
1777.399763,99.253785
1778.364168,99.234066
1779.328574,99.225005
1780.292980,99.218208
1781.257386,99.217660
1782.221791,99.211537
1783.186197,99.199745
1784.150603,99.187419
1785.115008,99.169049
1786.079414,99.159870
1787.043820,99.168153
1788.008226,99.173666
1788.972631,99.167006
1789.937037,99.153560
1790.901443,99.137573
1791.865849,99.136285
1792.830254,99.146940
1793.794660,99.151395
1794.759066,99.155582
1795.723471,99.154994
1796.687877,99.154605
1797.652283,99.162887
1798.616689,99.159529
1799.581094,99.145647
1800.545500,99.141593
1801.509906,99.149675
